Paper Title,Study Domain Terms,Author Name,Gender,gender_annotation,Affiliation,Country,Total Authors,Female Authors,Female_lead?,Male_lead?,local_Contribution?,national_collaboration?,International_collaboration?,Supervision,FemaleSupervision,MaleSupervision,Unique Institute Count
Towards automated Android app internationalisation: An exploratory study,,John Grundy,Male,0.0,"Monash University, Victoria, Australia",Australia,,,,,,,,0.0,0.0,0.0,
Towards automated Android app internationalisation: An exploratory study,,Li Li,Female,1.0,"Beihang University, Beijing, China",China,,,,,,,,0.0,0.0,0.0,
Automated data validation: An industrial experience report,"Software Engineering, Data Science",Lei Zhang,Male,0.0,"Department of Computer Science, Ryerson University, Toronto, Canada",Canada,6.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
Automated data validation: An industrial experience report,,Sean Howard,Male,0.0,"Environics Analytics, Toronto, Canada",Canada,,,,,,,,0.0,0.0,0.0,
Automated data validation: An industrial experience report,,Tom Montpool,Male,0.0,"Environics Analytics, Toronto, Canada",Canada,,,,,,,,0.0,0.0,0.0,
Automated data validation: An industrial experience report,,Jessica Moore,Female,1.0,"Environics Analytics, Toronto, Canada",Canada,,,,,,,,0.0,0.0,0.0,
Automated data validation: An industrial experience report,,Krittika Mahajan,Female,1.0,"Environics Analytics, Toronto, Canada",Canada,,,,,,,,0.0,0.0,0.0,
Automated data validation: An industrial experience report,,Andriy Miranskyy,Male,0.0,"Department of Computer Science, Ryerson University, Toronto, Canada",Canada,,,,,,,,1.0,0.0,1.0,
The role of knowledge-based resources in Agile Software Development contexts,"Software Engineering, Agile Development",Raquel Ouriques,Female,1.0,"Department of Software Engineering, Blekinge Institute of Technology, Karskrona, Sweden",Sweden,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
The role of knowledge-based resources in Agile Software Development contexts,,Krzysztof Wnuk,Male,0.0,"Department of Software Engineering, Blekinge Institute of Technology, Karskrona, Sweden",Sweden,,,,,,,,1.0,0.0,1.0,
The role of knowledge-based resources in Agile Software Development contexts,,Tony Gorschek,Male,0.0,"Department of Software Engineering, Blekinge Institute of Technology, Karskrona, Sweden",Sweden,,,,,,,,1.0,0.0,1.0,
The role of knowledge-based resources in Agile Software Development contexts,,Richard Berntsson Svensson,Male,0.0,"Department of Computer Science and Engineering at Chalmers â€” University of Gothenburg, Sweden",Sweden,,,,,,,,0.0,0.0,0.0,
An empirical study of security practices for microservices systems,"Software Engineering, Cybersecurity",Ali Rezaei Nasab,Male,0.0,"School of Computer Science, Wuhan University, Wuhan, China",China,6.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
An empirical study of security practices for microservices systems,,Mojtaba Shahin,Male,0.0,"School of Computing Technologies, RMIT University, Melbourne, Australia",Australia,,,,,,,,1.0,0.0,1.0,
An empirical study of security practices for microservices systems,,Seyed Ali Hoseyni Raviz,Male,0.0,"School of Computer Science, Wuhan University, Wuhan, China",China,,,,,,,,0.0,0.0,0.0,
An empirical study of security practices for microservices systems,,Peng Liang,Male,0.0,"Department of Computer Science, Bioengineering, Robotics and System Engineering, University of Genoa, Italy",Italy,,,,,,,,0.0,0.0,0.0,
An empirical study of security practices for microservices systems,,Amir Mashmool,Male,0.0,"Department of Computer Science, Bioengineering, Robotics and System Engineering, University of Genoa, Italy",Italy,,,,,,,,0.0,0.0,0.0,
An empirical study of security practices for microservices systems,,Valentina Lenarduzzi,Female,1.0,"Faculty of Information Technology and Electrical Engineering, University of Oulu, Finland",Finland,,,,,,,,0.0,0.0,0.0,
Efficient transformer with code token learner for code clone detection,Software Engineering,Aiping Zhang,Female,1.0,"Nanjing University of Aeronautics and Astronautics, Nanjing, PR China",China,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
Efficient transformer with code token learner for code clone detection,,Liming Fang,Male,0.0,"Nanjing University of Aeronautics and Astronautics, Nanjing, PR China, Nanjing University of Aeronautics and Astronautics, Shenzhen Research Institute, Shenzhen, Guangdong, PR China",China,,,,,,,,1.0,0.0,1.0,
Efficient transformer with code token learner for code clone detection,,Chunpeng Ge,Male,0.0,"Nanjing University of Aeronautics and Astronautics, Nanjing, PR China",China,,,,,,,,0.0,0.0,0.0,
Efficient transformer with code token learner for code clone detection,,Piji Li,Male,0.0,"Nanjing University of Aeronautics and Astronautics, Nanjing, PR China",China,,,,,,,,0.0,0.0,0.0,
Efficient transformer with code token learner for code clone detection,,Zhe Liu,Male,0.0,"Nanjing University of Aeronautics and Astronautics, Nanjing, PR China",China,,,,,,,,1.0,0.0,1.0,
Privacy explanations â€“ A means to end-user trust,"Privacy, Software Engineering",Wasja Brunotte,Male,0.0,"Leibniz University Hannover, Software Engineering Group, Hannover, Germany",Germany,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
Privacy explanations â€“ A means to end-user trust,,Alexander Specht,Male,0.0,"Leibniz University Hannover, Software Engineering Group, Hannover, Germany",Germany,,,,,,,,0.0,0.0,0.0,
Privacy explanations â€“ A means to end-user trust,,Larissa Chazette,Female,1.0,"Leibniz University Hannover, Software Engineering Group, Hannover, Germany",Germany,,,,,,,,0.0,0.0,0.0,
Privacy explanations â€“ A means to end-user trust,,Kurt Schneider,Male,0.0,"Leibniz University Hannover, Cluster of Excellence PhoenixD, Hannover, Germany",Germany,,,,,,,,1.0,0.0,1.0,
Automatic creation of acceptance tests by extracting conditionals from requirements: NLP approach and case study,"Software Engineering, NLP",Jannik Fischbach,Male,0.0,"Netlight Consulting GmbH, Munich, Germany, fortiss GmbH, GuerickestraÃŸe 25, Munich, 80805, Germany",Germany,11.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0
Automatic creation of acceptance tests by extracting conditionals from requirements: NLP approach and case study,,Julian Frattini,Male,0.0,"Blekinge Institute of Technology, Karlskrona, Sweden",Sweden,,,,,,,,0.0,0.0,0.0,
Automatic creation of acceptance tests by extracting conditionals from requirements: NLP approach and case study,,Andreas Vogelsang,Male,0.0,"University of Cologne, Cologne, Germany",Germany,,,,,,,,1.0,0.0,1.0,
Automatic creation of acceptance tests by extracting conditionals from requirements: NLP approach and case study,,Daniel Mendez,Male,0.0,"fortiss GmbH, Munich, Germany, Blekinge Institute of Technology, ValhallavÃ¤gen 1, 371 41, Karlskrona, Sweden","Germany, Swedan",,,,,,,,1.0,0.0,1.0,
Automatic creation of acceptance tests by extracting conditionals from requirements: NLP approach and case study,,Michael Unterkalmsteiner,Male,0.0,"Blekinge Institute of Technology, Karlskrona, Sweden",Sweden,,,,,,,,1.0,0.0,1.0,
Automatic creation of acceptance tests by extracting conditionals from requirements: NLP approach and case study,,Andreas Wehrle,Male,0.0,"Allianz Deutschland AG, UnterfÃ¶hring, Germany",Germany,,,,,,,,0.0,0.0,0.0,
Automatic creation of acceptance tests by extracting conditionals from requirements: NLP approach and case study,,Pablo Restrepo Henao,Male,0.0,"Netlight Consulting GmbH, Munich, Germany",Germany,,,,,,,,0.0,0.0,0.0,
Automatic creation of acceptance tests by extracting conditionals from requirements: NLP approach and case study,,Parisa Yousefi,Female,1.0,"Ericsson, Karlskrona, Sweden",Sweden,,,,,,,,0.0,0.0,0.0,
Automatic creation of acceptance tests by extracting conditionals from requirements: NLP approach and case study,,Tedi Juricic,Male,0.0,"Ericsson, Karlskrona, Sweden",Sweden,,,,,,,,0.0,0.0,0.0,
Automatic creation of acceptance tests by extracting conditionals from requirements: NLP approach and case study,,Jeannette Radduenz,Female,1.0,"Allianz Deutschland AG, UnterfÃ¶hring, Germany",Germany,,,,,,,,0.0,0.0,0.0,
Automatic creation of acceptance tests by extracting conditionals from requirements: NLP approach and case study,,Carsten Wiecher,Male,0.0,"Leopold Kostal GmbH & Co. KG, LÃ¼denscheid, Germany",Germany,,,,,,,,0.0,0.0,0.0,
Revisiting the practices and pains of microservice architecture in reality: An industrial inquiry,"Software Architecture, Microservices",Xin Zhou,Male,0.0,"State Key Laboratory of Novel Software Technology, Software Institute, Nanjing University, Jiangsu, China",China,13.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0
Revisiting the practices and pains of microservice architecture in reality: An industrial inquiry,,Shanshan Li,Female,1.0,"State Key Laboratory of Novel Software Technology, Software Institute, Nanjing University, Jiangsu, China",China,,,,,,,,0.0,0.0,0.0,
Revisiting the practices and pains of microservice architecture in reality: An industrial inquiry,,Lingli Cao,Female,1.0,"State Key Laboratory of Novel Software Technology, Software Institute, Nanjing University, Jiangsu, China",China,,,,,,,,0.0,0.0,0.0,
Revisiting the practices and pains of microservice architecture in reality: An industrial inquiry,,He Zhang,Male,0.0,"State Key Laboratory of Novel Software Technology, Software Institute, Nanjing University, Jiangsu, China",China,,,,,,,,0.0,0.0,0.0,
Revisiting the practices and pains of microservice architecture in reality: An industrial inquiry,,Zijia Jia,Male,0.0,"ByteDance, Inc., Hangzhou, China",China,,,,,,,,0.0,0.0,0.0,
Revisiting the practices and pains of microservice architecture in reality: An industrial inquiry,,Chenxing Zhong,Male,0.0,"ByteDance, Inc., Hangzhou, China",China,,,,,,,,0.0,0.0,0.0,
Revisiting the practices and pains of microservice architecture in reality: An industrial inquiry,,Zhihao Shan,Male,0.0,"Tencent Technology Co. Ltd, Shenzhen, China",China,,,,,,,,0.0,0.0,0.0,
Revisiting the practices and pains of microservice architecture in reality: An industrial inquiry,,Muhammad Ali Babar,Male,0.0,"School of Computer Science, University of Adelaide, Australia",Australia,,,,,,,,0.0,0.0,0.0,
Revisiting the practices and pains of microservice architecture in reality: An industrial inquiry,,Arianna Blasi,Female,1.0,"UniversitÃ della Svizzera italiana, Lugano, Switzerland",Switzerland,,,,,,,,0.0,0.0,0.0,
Revisiting the practices and pains of microservice architecture in reality: An industrial inquiry,,Nataliia Stulova,Female,1.0,"Software Composition Group, University of Bern, Bern, Switzerland",Switzerland,,,,,,,,0.0,0.0,0.0,
Revisiting the practices and pains of microservice architecture in reality: An industrial inquiry,,Sebastiano Panichella,Male,0.0,"Zurich University of Applied Science, Zurich, Switzerland",Switzerland,,,,,,,,0.0,0.0,0.0,
Revisiting the practices and pains of microservice architecture in reality: An industrial inquiry,,Alessandra Gorla,Female,1.0,"IMDEA Software Institute, Madrid, Spain",Spain,,,,,,,,0.0,0.0,0.0,
Revisiting the practices and pains of microservice architecture in reality: An industrial inquiry,,Oscar Nierstrasz,Male,0.0,"Software Composition Group, University of Bern, Bern, Switzerland",Switzerland,,,,,,,,1.0,0.0,1.0,
Explaining software fault predictions to spreadsheet users,"software fault prediction, machine learning, spreadsheets, explanations, debugging tools",Adil Mukhtar,Male,0.0,Graz University of Technology,Austria,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
Explaining software fault predictions to spreadsheet users,,Birgit Hofer,Female,1.0,Graz University of Technology,Austria,,,,,,,,0.0,0.0,0.0,
Explaining software fault predictions to spreadsheet users,,Dietmar Jannach,Male,0.0,University of Klagenfurt,Austria,,,,,,,,1.0,0.0,1.0,
Explaining software fault predictions to spreadsheet users,,Franz Wotawa,Male,0.0,Graz University of Technology,Austria,,,,,,,,1.0,0.0,1.0,
A systematic review on security and safety of self-adaptive systems,"Cyberâ€“physical systems, self-adaptive systems, security, safety, modeling",Irdin Pekaric,Male,0.0,"University of Innsbruck, University of Liechtenstein","Austria, Liechtenstein",7.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
A systematic review on security and safety of self-adaptive systems,,Raffaela Groner,Female,1.0,Ulm University,Germany,,,,,,,,0.0,0.0,0.0,
A systematic review on security and safety of self-adaptive systems,,Thomas Witte,Male,0.0,Ulm University,Germany,,,,,,,,0.0,0.0,0.0,
A systematic review on security and safety of self-adaptive systems,,Jubril Gbolahan Adigun,Male,0.0,University of Innsbruck,Austria,,,,,,,,0.0,0.0,0.0,
A systematic review on security and safety of self-adaptive systems,,Alexander Raschke,Male,0.0,Ulm University,Germany,,,,,,,,0.0,0.0,0.0,
A systematic review on security and safety of self-adaptive systems,,Michael Felderer,Male,0.0,"University of Innsbruck, German Aerospace Center, University of Cologne","Austria, Germany",,,,,,,,1.0,0.0,1.0,
A systematic review on security and safety of self-adaptive systems,,Matthias Tichy,Male,0.0,Ulm University,Germany,,,,,,,,1.0,0.0,1.0,
A-B Testing: A Systematic Literature Review,A/B Testing; Online Controlled Experiments; Experimentation Frameworks; Data-Driven Decision Making; Hypothesis Testing,Federico Quin,Male,0.0,KU Leuven,Belgium,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
A-B Testing: A Systematic Literature Review,,Danny Weyns,Male,0.0,Linnaeus University,Sweden,,,,,,,,1.0,0.0,1.0,
A-B Testing: A Systematic Literature Review,,Matthias Galster,Male,0.0,University of Canterbury,New Zealand,,,,,,,,1.0,0.0,1.0,
A-B Testing: A Systematic Literature Review,,Camila Costa Silva,Female,1.0,University of Canterbury,New Zealand,,,,,,,,0.0,0.0,0.0,
ACCESS: Assurance Case Centric Engineering of Safetyâ€“critical Systems,Safetyâ€“critical systems; Assurance cases; Formal methods; Robotics; Autonomous Systems,Ran Wei,Male,0.0,"University of Cambridge
University of Lancester",UK,10.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
ACCESS: Assurance Case Centric Engineering of Safetyâ€“critical Systems,,Simon Foster,Male,0.0,University of York,UK,,,,,,,,1.0,0.0,1.0,
ACCESS: Assurance Case Centric Engineering of Safetyâ€“critical Systems,,Haitao Mei,Male,0.0,University of York,UK,,,,,,,,1.0,0.0,1.0,
ACCESS: Assurance Case Centric Engineering of Safetyâ€“critical Systems,,Fang Yan,Female,1.0,University of York,UK,,,,,,,,0.0,0.0,0.0,
ACCESS: Assurance Case Centric Engineering of Safetyâ€“critical Systems,,Ruizhe Yang,Male,0.0,Dalian University of Technology,China,,,,,,,,0.0,0.0,0.0,
ACCESS: Assurance Case Centric Engineering of Safetyâ€“critical Systems,,Ibrahim Habli,Male,0.0,University of York,UK,,,,,,,,1.0,0.0,1.0,
ACCESS: Assurance Case Centric Engineering of Safetyâ€“critical Systems,,Colin Oâ€™Halloran,Male,0.0,D-RisQ Ltd.,UK,,,,,,,,0.0,0.0,0.0,
ACCESS: Assurance Case Centric Engineering of Safetyâ€“critical Systems,,Nick Tudor,Male,0.0,D-RisQ Ltd.,UK,,,,,,,,0.0,0.0,0.0,
ACCESS: Assurance Case Centric Engineering of Safetyâ€“critical Systems,,Tim Kelly,Male,0.0,University of York,UK,,,,,,,,1.0,0.0,1.0,
ACCESS: Assurance Case Centric Engineering of Safetyâ€“critical Systems,,Yakoub Nemouchi,Male,0.0,University of York,UK,,,,,,,,1.0,0.0,1.0,
Actionable light-weight process guidance,"Software Engineering, QA, Process Guidance, Safety-Critical, Open Source",Christoph Mayr-Dorn,Male,0.0,"Johannes Kepler University, Linz, Austria",Austria,6.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
Actionable light-weight process guidance,,Cosmina-Cristina Ratiu,Female,1.0,"Johannes Kepler University, Linz, Austria",Austria,,,,,,,,0.0,0.0,0.0,
Actionable light-weight process guidance,,Luciano Marchezan de Paula,Male,0.0,"Johannes Kepler University, Linz, Austria",Austria,,,,,,,,0.0,0.0,0.0,
Actionable light-weight process guidance,,Felix Keplinger,Male,0.0,"Johannes Kepler University, Linz, Austria",Austria,,,,,,,,0.0,0.0,0.0,
Actionable light-weight process guidance,,Alexander Egyed,Male,0.0,"Johannes Kepler University, Linz, Austria",Austria,,,,,,,,1.0,0.0,1.0,
Actionable light-weight process guidance,,Gala Walden,Female,1.0,"Robert Bosch AG, Vienna, Austria",Austria,,,,,,,,0.0,0.0,0.0,
Addressing combinatorial experiments and scarcity of subjects by provably orthogonal and crossover experimental designs,"Software engineering, Security, DoE, Orthogonal designs, Crossover designs",Fabio Massacci,Male,0.0,"University of Trento, Vrije Universiteit Amsterdam","Italy, Netherlands",3.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0
