Paper Title,Study Domain Terms,Author Name,Gender,gender_annotation,Affiliation,UniqueInstituteCount,Country,UniqueCountryCount,Total Authors,Female Authors,Female_lead?,Male_lead?,local_Contribution?,national_collaboration?,International_collaboration?,FemaleLedLocalCollaboration,MaleLedLocalCollaboration,FemaleLedNationalCollaboration,MaleLedNationalCollaboration,FemaleLedInternationalCollaboration,MaleLedInternationalCollaboration
A decade of code comment quality assessment: A systematic literature review,"Software Engineering, Code Quality, Literature Review, Software Maintenance, Program Comprehension",Pooja Rani,Female,1,"Software Composition Group, University of Bern, Bern, Switzerland",4,Switzerland,2,6,4,1,0,0,0,1,0,0,0,0,1,0
,,Arianna Blasi,Female,1,"UniversitÃ  della Svizzera italiana, Lugano, Switzerland",,Switzerland,,,,,,,,,0,0,0,0,0,0
,,Nataliia Stulova,Female,1,"Software Composition Group, University of Bern, Bern, Switzerland",,Switzerland,,,,,,,,,0,0,0,0,0,0
,,Sebastiano Panichella,Male,0,"Zurich University of Applied Science, Zurich, Switzerland",,Switzerland,,,,,,,,,0,0,0,0,0,0
,,Alessandra Gorla,Female,1,"IMDEA Software Institute, Madrid, Spain",,Spain,,,,,,,,,0,0,0,0,0,0
,,Oscar Nierstrasz,Male,0,"Software Composition Group, University of Bern, Bern, Switzerland",,Switzerland,,,,,,,,,0,0,0,0,0,0
A first look at bug report templates on GitHub,"bug report templates, GitHub, empirical study, software engineering, template mechanism",Hongyan Li,Female,1,"School of Big Data and Software Engineering, Chongqing University, Chongqing, China",1,China,1,5,2,1,0,1,1,0,1,0,1,0,0,0
,,Meng Yan,Female,1,"School of Big Data and Software Engineering, Chongqing University, Chongqing, China",,China,,,,,,,,,0,0,0,0,0,0
,,Weifeng Sun,Male,0,"School of Big Data and Software Engineering, Chongqing University, Chongqing, China",,China,,,,,,,,,0,0,0,0,0,0
,,Xiao Liu,Male,0,"School of Big Data and Software Engineering, Chongqing University, Chongqing, China",,China,,,,,,,,,0,0,0,0,0,0
,,Yunsong Wu,Male,0,"School of Big Data and Software Engineering, Chongqing University, Chongqing, China",,China,,,,,,,,,0,0,0,0,0,0
GitHub Copilot AI pair programmer: Asset or Liability?,"AI Programming, Software Engineering, Deep Learning, Code Synthesis, Empirical Study",Arghavan Moradi Dakhel,Female,1,"Polytechnique Montreal, Montreal, Canada",2,Canada,1,6,1,1,0,0,1,0,0,0,1,0,0,0
,,Vahid Majdinasab,Male,0,"Polytechnique Montreal, Montreal, Canada",,Canada,,,,,,,,,0,0,0,0,0,0
,,Amin Nikanjam,Male,0,"Polytechnique Montreal, Montreal, Canada",,Canada,,,,,,,,,0,0,0,0,0,0
,,Foutse Khomh,Male,0,"Polytechnique Montreal, Montreal, Canada",,Canada,,,,,,,,,0,0,0,0,0,0
,,Michel C. Desmarais,Male,0,"Polytechnique Montreal, Montreal, Canada",,Canada,,,,,,,,,0,0,0,0,0,0
,,Zhen Ming (Jack) Jiang,Male,0,"York University, Toronto, Canada",,Canada,,,,,,,,,0,0,0,0,0,0
Reliability in software engineering qualitative research through Inter-Coder Agreement,"Empirical Software Engineering, Qualitative Research, Data Analysis, Inter-Coder Agreement, DevOps Culture",Ãngel GonzÃ¡lez-Prieto,Male,0,"Facultad de Ciencias MatemÃ¡ticas, Universidad Complutense de Madrid, Spain, Instituto de Ciencias MatemÃ¡ticas (CSIC-UAM-UCM-UC3M), C/ NicolÃ¡s Cabrera 13-15, Madrid, 28049, Spain",2,Spain,1,4,1,0,1,0,1,0,0,0,0,1,0,0
,,Jorge Perez,Male,0,"ETSI de Sistemas InformÃ¡ticos, Universidad PolitÃ©cnica de Madrid, Spain",,Spain,,,,,,,,,0,0,0,0,0,0
,,Jessica Diaz,Female,1,"ETSI de Sistemas InformÃ¡ticos, Universidad PolitÃ©cnica de Madrid, Spain",,Spain,,,,,,,,,0,0,0,0,0,0
,,Daniel LÃ³pez-FernÃ¡ndez,Male,0,"ETSI de Sistemas InformÃ¡ticos, Universidad PolitÃ©cnica de Madrid, Spain",,Spain,,,,,,,,,0,0,0,0,0,0
Software runtime monitoring with adaptive sampling rate to collect representative samples of execution traces,"Software Monitoring, Runtime Analysis, Adaptive Sampling, Performance Evaluation, Data Collection",Jhonny Mertz,Male,0,"Universidade Federal do Rio Grande do Sul (UFRGS), Instituto de InformÃ¡tica, Brazil",1,Brazil,1,2,1,0,1,1,1,0,0,1,0,1,0,0
,,Ingrid Nunes,Female,1,"Universidade Federal do Rio Grande do Sul (UFRGS), Instituto de InformÃ¡tica, Brazil",,Brazil,,,,,,,,,0,0,0,0,0,0
An empirical study of software architecture resilience evaluation methods,"Software Architecture, Resilience Evaluation, Empirical Study, Security, Method Comparison",Jiaxin Pan,Male,0,"School of Computer Science and Engineering, Southeast University, Nanjing, China",2,China,1,5,1,0,1,0,1,0,0,0,0,1,0,0
,,Zixuan Liu,Male,0,"The College of Software Engineering, Southeast University, Nanjing, China",,China,,,,,,,,,0,0,0,0,0,0
,,Donglin Li,Male,0,"The College of Software Engineering, Southeast University, Nanjing, China",,China,,,,,,,,,0,0,0,0,0,0
,,Lulu Wang,Female,1,"The College of Software Engineering, Southeast University, Nanjing, China",,China,,,,,,,,,0,0,0,0,0,0
,,Bixin Li,Male,0,"The College of Software Engineering, Southeast University, Nanjing, China",,China,,,,,,,,,0,0,0,0,0,0
A systematic literature review on the impact of formatting elements on code legibility,"Code Legibility, Formatting Elements, Literature Review, Software Engineering",Delano Oliveira,Male,0,"Federal University of Pernambuco, Recife, Brazil, Federal Institute of Pernambuco, Recife, Brazil",5,Brazil,4,5,1,0,1,0,0,1,0,0,0,0,0,1
,,Reydne Santos,Male,0,"Federal Institute of Pernambuco, Recife, Brazil",,Brazil,,,,,,,,,0,0,0,0,0,0
,,Fernanda Madeiral,Female,1,"Vrije Universiteit Amsterdam, Amsterdam, Netherlands",,Netherlands,,,,,,,,,0,0,0,0,0,0
,,Hidehiko Masuhara,Male,0,"Tokyo Institute of Technology, Tokyo, Japan",,Japan,,,,,,,,,0,0,0,0,0,0
,,Fernando Castor,Male,0,"Utrecht University, Utrecht, Netherlands, Federal University of Pernambuco, Recife, Brazil",,"Netherlands, Brazil",,,,,,,,,0,0,0,0,0,0
ProCon: An automated process-centric quality constraints checking framework,"Quality Assurance, Software Engineering, Safety-Critical Systems",Christoph Mayr-Dorn,Male,0,"Johannes Kepler University, Linz, Austria",3,Austria,2,7,1,0,1,0,0,1,0,0,0,0,0,1
,,Michael Vierhauser,Male,0,"Johannes Kepler University, Linz, Austria",,Austria,,,,,,,,,0,0,0,0,0,0
,,Stefan Bichler,Male,0,"Johannes Kepler University, Linz, Austria",,Austria,,,,,,,,,0,0,0,0,0,0
,,Felix Keplinger,Male,0,"Johannes Kepler University, Linz, Austria",,Austria,,,,,,,,,0,0,0,0,0,0
,,Jane Cleland-Huang,Female,1,"University of Notre Dame, Notre Dame, USA",,USA,,,,,,,,,0,0,0,0,0,0
,,Alexander Egyed,Male,0,"Johannes Kepler University, Linz, Austria",,Austria,,,,,,,,,0,0,0,0,0,0
,,Thomas Mehofer,Male,0,"Frequentis AG, Vienna, Austria",,Austria,,,,,,,,,0,0,0,0,0,0
Optimal dynamic partial order reduction with context-sensitive independence and observers,"Model Checking, Algorithms, Software Engineering",Elvira Albert,Female,1,"Universidad Complutense de Madrid, Spain",2,Spain,2,5,2,1,0,0,0,1,0,0,0,0,1,0
,,Maria Garcia de la Banda,Female,1,"Faculty of IT, Monash University, Australia",,Australia,,,,,,,,,0,0,0,0,0,0
,,Miguel GÃ³mez-Zamalloa,Male,0,"Universidad Complutense de Madrid, Spain",,Spain,,,,,,,,,0,0,0,0,0,0
,,Miguel Isabel,Male,0,"Universidad Complutense de Madrid, Spain",,Spain,,,,,,,,,0,0,0,0,0,0
,,Peter Stuckey,Male,0,"Faculty of IT, Monash University, Australia",,Australia,,,,,,,,,0,0,0,0,0,0
A taxonomy of assets for the development of software-intensive products and services,"Software Engineering, Asset Management",Ehsan Zabardast,Male,0,"Software Engineering Research Lab SERL, Blekinge Institute of Technology, Karlskrona, Sweden",3,Sweden,3,6,1,0,1,0,0,1,0,0,0,0,0,1
,,Javier Gonzalez-Huerta,Male,0,"Software Engineering Research Lab SERL, Blekinge Institute of Technology, Karlskrona, Sweden",,Sweden,,,,,,,,,0,0,0,0,0,0
,,Tony Gorschek,Male,0,"Software Engineering Research Lab SERL, Blekinge Institute of Technology, Karlskrona, Sweden, fortiss GmbH, GuerickestraÃŸe 25, 80805 Munich, Germany",,"Sweden, Germany",,,,,,,,,0,0,0,0,0,0
,,Darja Å mite,Female,1,"Software Engineering Research Lab SERL, Blekinge Institute of Technology, Karlskrona, Sweden",,Sweden,,,,,,,,,0,0,0,0,0,0
,,Emil AlÃ©groth,Male,0,"Software Engineering Research Lab SERL, Blekinge Institute of Technology, Karlskrona, Sweden",,Sweden,,,,,,,,,0,0,0,0,0,0
,,Fabian Fagerholm,Male,0,"Software Engineering Research Lab SERL, Blekinge Institute of Technology, Karlskrona, Sweden, Department of Computer Science, Aalto University, Espoo, Finland",,"Sweden, Finland",,,,,,,,,0,0,0,0,0,0
Simple stupid insecure practices and GitHubâ€™s code search: A looming threat?,"Software Security, Open Source",Ken Russel Go,Male,0,"RMIT University, School of Computing Technologies, Australia",3,Australia,2,5,3,0,1,0,0,1,0,0,0,0,0,1
,,Sruthi Soundarapandian,Female,1,"RMIT University, School of Computing Technologies, Australia",,Australia,,,,,,,,,0,0,0,0,0,0
,,Aparupa Mitra,Female,1,"RMIT University, School of Computing Technologies, Australia",,Australia,,,,,,,,,0,0,0,0,0,0
,,Melina Vidoni,Female,1,"Australian National University, CECS School of Computing, Australia",,Australia,,,,,,,,,0,0,0,0,0,0
,,NicolÃ¡s E. DÃ­az Ferreyra,Male,0,"Hamburg University of Technology, Institute of Software Security, Germany",,Germany,,,,,,,,,0,0,0,0,0,0
CM-CASL: Comparison-based performance modeling of software systems via collaborative active and semisupervised learning,"Software Engineering, Data Science",Rong Cao,Male,0,"School of Computer Science and Technology, Xidian University, China",2,China,2,6,1,0,1,0,0,1,0,0,0,0,0,1
,,Liang Bao,Male,0,"School of Computer Science and Technology, Xidian University, China",,China,,,,,,,,,0,0,0,0,0,0
,,Chase Wu,Male,0,"Department of Data Science, New Jersey Institute of Technology, USA",,USA,,,,,,,,,0,0,0,0,0,0
,,Panpan Zhangsun,Female,1,"School of Computer Science and Technology, Xidian University, China",,China,,,,,,,,,0,0,0,0,0,0
,,Yufei Li,Male,0,"School of Computer Science and Technology, Xidian University, China",,China,,,,,,,,,0,0,0,0,0,0
,,Zhe Zhang,Male,0,"School of Computer Science and Technology, Xidian University, China",,China,,,,,,,,,0,0,0,0,0,0
An evidence-based roadmap for IoT software systems engineering,"IoT, Software Engineering",Rebeca C. Motta,Female,1,"PESC/COPPE, Universidade Federal do Rio de Janeiro, Brazil",2,Brazil,2,3,2,1,0,0,0,1,0,0,0,0,1,0
,,KÃ¡thia M. de Oliveira,Female,1,"University Polytechnique Hauts-de-France, LAMIH, CNRS, UMR 8201, France",,France,,,,,,,,,0,0,0,0,0,0
,,Guilherme H. Travassos,Male,0,"PESC/COPPE, Universidade Federal do Rio de Janeiro, Brazil",,Brazil,,,,,,,,,0,0,0,0,0,0
A symbolic algorithm for the case-split rule in solving word constraints with extensions,Computer Science,Yu-Fang Chen,Female,1,"Institute of Information Science, Academia Sinica",3,Taiwan,3,4,2,1,0,0,0,1,0,0,0,0,1,0
,,VojtÄ›ch Havlena,Male,0,"Faculty of Information Technology, Brno University of Technology",,Czech Republic,,,,,,,,,0,0,0,0,0,0
,,OndÅ™ej LengÃ¡l,Male,0,"Faculty of Information Technology, Brno University of Technology",,Czech Republic,,,,,,,,,0,0,0,0,0,0
,,Andrea Turrini,Female,1,"State Key Laboratory of Computer Science, Institute of Software, Chinese Academy of Sciences, Institute of Intelligent Software, 221, Nansha Street West, 511458, Guangzhou, China",,China,,,,,,,,,0,0,0,0,0,0
Automatic modelling and verification of Autosar architectures,"Software Engineering, Computer Science",Miaomiao Zhang,Female,1,"School of Software Engineering, Tongji University",4,China,2,7,1,1,0,0,0,1,0,0,0,0,1,0
,,Yu Teng,Male,0,"School of Software Engineering, Tongji University",,China,,,,,,,,,0,0,0,0,0,0
,,Hui Kong,Male,0,Huawei Corporation,,China,,,,,,,,,0,0,0,0,0,0
,,John Baugh,Male,0,"Department of Civil, Construction, and Environmental Engineering, North Carolina State University",,USA,,,,,,,,,0,0,0,0,0,0
,,Yu Su,Male,0,"School of Software Engineering, Tongji University",,China,,,,,,,,,0,0,0,0,0,0
,,Junri Mi,Male,0,Alibaba Corporation,,China,,,,,,,,,0,0,0,0,0,0
,,Bowen Du,Male,0,"School of Software Engineering, Tongji University",,China,,,,,,,,,0,0,0,0,0,0
Graph collaborative filtering-based bug triaging,"Software Engineering, AI",Jie Dai,Male,0,"Xidian University, School of Computer Science",1,China,1,6,1,0,1,1,1,0,0,1,0,1,0,0
,,Qingshan Li,Male,0,"Xidian University, School of Computer Science",,China,,,,,,,,,0,0,0,0,0,0
,,Hui Xue,Female,1,"Xidian University, School of Computer Science",,China,,,,,,,,,0,0,0,0,0,0
,,Zhao Luo,Male,0,"Xidian University, School of Computer Science",,China,,,,,,,,,0,0,0,0,0,0
,,Yinglin Wang,Male,0,"Xidian University, School of Computer Science",,China,,,,,,,,,0,0,0,0,0,0
,,Siyuan Zhan,Male,0,"Xidian University, School of Computer Science",,China,,,,,,,,,0,0,0,0,0,0
MSTIL: Multi-cue Shape-aware Transferable Imbalance Learning for effective graphic API recommendation,"Software Engineering, AI",Rong Qin,Female,1,"School of Big Data & Software Engineering, Chongqing University, Chongqing, China",2,China,2,4,2,1,0,0,0,1,0,0,0,0,1,0
,,Zeyu Wang,Male,0,"School of Big Data & Software Engineering, Chongqing University, Chongqing, China",,China,,,,,,,,,0,0,0,0,0,0
,,Sheng Huang,Male,0,"School of Big Data & Software Engineering, Chongqing University, Chongqing, China",,China,,,,,,,,,0,0,0,0,0,0
,,Luwen Huangfu,Female,1,"Fowler College of Business, San Diego State University, San Diego, CA, USA",,USA,,,,,,,,,0,0,0,0,0,0
On measuring coupling between microservices,Software Engineering,Chenxing Zhong,Male,0,"Software Institute, Nanjing University, Nanjing, China",3,China,2,5,1,0,1,0,0,1,0,0,0,0,0,1
,,He Zhang,Male,0,"Software Institute, Nanjing University, Nanjing, China",,China,,,,,,,,,0,0,0,0,0,0
,,Chao Li,Male,0,"Software Institute, Nanjing University, Nanjing, China",,China,,,,,,,,,0,0,0,0,0,0
,,Huang Huang,Female,1,"State Grid Nanjing Power Supply Company, Nanjing, China",,China,,,,,,,,,0,0,0,0,0,0
,,Daniel Feitosa,Male,0,"Faculty of Science and Engineering, University of Groningen, Groningen, The Netherlands",,Netherlands,,,,,,,,,0,0,0,0,0,0
Analyzing the impact of API changes on Android apps,"Software Engineering, Android",Tarek Mahmud,Male,0,"Texas State University, San Marcos, TX, USA",3,USA,2,3,1,0,1,0,0,1,0,0,0,0,0,1
,,Meiru Che,Female,1,"Data61, CSIRO, Brisbane, Australia",,Australia,,,,,,,,,0,0,0,0,0,0
,,Guowei Yang,Male,0,"The University of Queensland, Brisbane, Australia",,Australia,,,,,,,,,0,0,0,0,0,0
Decentralized decision-making and scaled autonomy at Spotify,"Software Engineering, Autonomy",Darja Å mite,Female,1,"Blekinge Institute of Technology, Karlskrona, Sweden",4,Sweden,3,6,1,1,0,0,0,1,0,0,0,0,1,0
,,Nils Brede Moe,Male,0,"SINTEF, Trondheim, Norway",,Norway,,,,,,,,,0,0,0,0,0,0
,,Marcin Floryan,Male,0,"Spotify, Stockholm, Sweden",,Sweden,,,,,,,,,0,0,0,0,0,0
,,Javier Gonzalez-Huerta,Male,0,"Blekinge Institute of Technology, Karlskrona, Sweden",,Sweden,,,,,,,,,0,0,0,0,0,0
,,Michael Dorner,Male,0,"Blekinge Institute of Technology, Karlskrona, Sweden",,Sweden,,,,,,,,,0,0,0,0,0,0
,,Aivars Sablis,Male,0,"SAF Tehnika JSC, Riga, Latvia",,Latvia,,,,,,,,,0,0,0,0,0,0
"A literature review of IoT and CPSâ€”What they are, and what they are not","IoT, Cyber-Physical Systems",Veronika Lesch,Female,1,"Department of Computer Science, University of WÃ¼rzburg, Germany",2,Germany,1,6,1,1,0,0,1,0,0,0,1,0,0,0
,,Marwin ZÃ¼fle,Male,0,"Department of Computer Science, University of WÃ¼rzburg, Germany",,Germany,,,,,,,,,0,0,0,0,0,0
,,AndrÃ© Bauer,Male,0,"Department of Computer Science, University of WÃ¼rzburg, Germany",,Germany,,,,,,,,,0,0,0,0,0,0
,,Lukas IfflÃ¤nder,Male,0,"Department of Computer Science, University of WÃ¼rzburg, Germany",,Germany,,,,,,,,,0,0,0,0,0,0
,,Christian Krupitzer,Male,0,"Department of Food Informatics, University of Hohenheim, Germany",,Germany,,,,,,,,,0,0,0,0,0,0
,,Samuel Kounev,Male,0,"Department of Computer Science, University of WÃ¼rzburg, Germany",,Germany,,,,,,,,,0,0,0,0,0,0
Distributed state model inference for scriptless GUI testing,Software Testing,Fernando Pastor RicÃ³s,Male,0,"Universitat PolitÃ¨cnica de ValÃ¨ncia, ValÃ¨ncia, Spain",3,Spain,3,5,2,0,1,0,0,1,0,0,0,0,0,1
,,Arend Slomp,Male,0,"Open Universiteit, The Netherlands",,Netherlands,,,,,,,,,0,0,0,0,0,0
,,Beatriz MarÃ­n,Female,1,"Universitat PolitÃ¨cnica de ValÃ¨ncia, ValÃ¨ncia, Spain",,Spain,,,,,,,,,0,0,0,0,0,0
,,Pekka Aho,Male,0,"Open Universiteit, The Netherlands",,Netherlands,,,,,,,,,0,0,0,0,0,0
,,Tanja E.J. Vos,Female,1,"Universitat PolitÃ¨cnica de ValÃ¨ncia, ValÃ¨ncia, Spain, Open Universiteit, The Netherlands",,"Spain, Netherlands",,,,,,,,,0,0,0,0,0,0
Investigating end-usersâ€™ values in agriculture mobile applications development: An empirical study on Bangladeshi female farmers,Software Engineering,Rifat Ara Shams,Female,1,"Department of Software Systems and Cybersecurity, Monash University, Clayton, Australia",3,Australia,1,7,2,1,0,0,1,0,0,0,1,0,0,0
,,Mojtaba Shahin,Male,0,"School of Computing Technologies, RMIT University, Melbourne, Australia",,Australia,,,,,,,,,0,0,0,0,0,0
,,Gillian Oliver,Female,1,"Department of Software Systems and Cybersecurity, Monash University, Clayton, Australia",,Australia,,,,,,,,,0,0,0,0,0,0
,,Harsha Perera,Male,0,"CSIROâ€™s Data61, Clayton, Australia",,Australia,,,,,,,,,0,0,0,0,0,0
,,Jon Whittle,Male,0,"CSIROâ€™s Data61, Clayton, Australia",,Australia,,,,,,,,,0,0,0,0,0,0
,,Arif Nurwidyantoro,Male,0,"Department of Software Systems and Cybersecurity, Monash University, Clayton, Australia",,Australia,,,,,,,,,0,0,0,0,0,0
,,Waqar Hussain,Male,0,"CSIROâ€™s Data61, Clayton, Australia",,Australia,,,,,,,,,0,0,0,0,0,0
Can gamification help in software testing education? Findings from an empirical study,Software Engineering,Raquel Blanco,Female,1,"Software Engineering Research Group, University of Oviedo, GijÃ³n, Spain",2,Spain,1,6,3,1,0,0,1,0,0,0,1,0,0,0
,,Manuel Trinidad,Male,0,"Software Process Improvement and Formal Methods Research Group, University of Cadiz, CÃ¡diz, Spain",,Spain,,,,,,,,,0,0,0,0,0,0
,,MarÃ­a JosÃ© SuÃ¡rez-Cabal,Female,1,"Software Engineering Research Group, University of Oviedo, GijÃ³n, Spain",,Spain,,,,,,,,,0,0,0,0,0,0
,,Alejandro CalderÃ³n,Male,0,"Software Process Improvement and Formal Methods Research Group, University of Cadiz, CÃ¡diz, Spain",,Spain,,,,,,,,,0,0,0,0,0,0
