Paper Title,Study Domain Terms,Total Authors,Female Authors,lead?,local_Contribution?,national_collaboration?,International_collaboration?,Author Name,Gender,Affiliation,Country,Conceptualization,Data Curation,Formal Analysis,Funding Acquisition,Investigation,Methodology,Project Administration,Resources,Software,Supervision,Validation,Visualization,Writing – Original Draft,Writing – Review & Editing
,,,,,,,,Marco Stadler,Male,"Johannes Kepler University Linz, LIT Secure and Correct Systems Lab, Linz, Austria",Austria,0,0,0,0,1,0,0,0,1,0,0,0,0,1
,,,,,,,,Jane Cleland-Huang,Female,"University of Notre Dame, Department of Computer Science and Eng., Notre Dame, IN, United States",United States,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SCGRU: A general approach for identifying multiple classes of self-admitted technical debt with text generation oversampling,"Software Engineering, Machine Learning",6,0,0,0,0,1,Kuiyu Zhu,Male,"School of Software, Northeastern Polytechnology University, Xi’an, China",China,0,0,0,0,1,1,0,0,1,0,1,0,1,1
,,,,,,,,Ming Yin,Male,"School of Software, Northeastern Polytechnology University, Xi’an, China",China,1,0,0,0,0,0,0,0,0,1,0,0,0,1
,,,,,,,,Dan Zhu,Male,"Debbie and Jerry Ivy College of Business, Iowa State University, Ames, USA",USA,0,1,0,0,1,0,0,0,0,0,1,0,0,1
,,,,,,,,Xiaogang Zhang,Male,"School of Software, Northeastern Polytechnology University, Xi’an, China",China,0,0,0,0,1,1,0,0,0,0,0,1,0,0
,,,,,,,,Cunzhi Gao,Male,"School of Software, Northeastern Polytechnology University, Xi’an, China",China,0,0,0,0,1,1,0,0,0,0,1,0,0,0
,,,,,,,,Jijiao Jiang,Male,"School of Management, Northeastern Polytechnology University, Xi’an, China",China,1,0,0,0,0,0,0,0,0,0,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,
"How far does the predictive decision impact the software project? The cost, service time, and failure analysis from a cross-project defect prediction model","Software Engineering, Machine Learning",2,0,0,1,1,0,Umamaheswara Sharma B.,Male,"Department of Computer Science and Engineering, National Institute of Technology, Warangal, India",India,1,1,1,0,1,1,0,0,1,0,1,0,1,0
,,,,,,,,Ravichandra Sadam,Male,"Department of Computer Science and Engineering, National Institute of Technology, Warangal, India",India,1,1,1,0,1,1,0,0,0,1,1,0,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,
EUDability: A new construct at the intersection of End-User Development and Computational Thinking,"End-User Development, Computational Thinking",3,3,1,0,1,0,Barbara Rita Barricelli,Female,"University of Brescia, Department of Information Engineering, Brescia, Italy",Italy,1,0,0,0,0,1,0,0,0,0,0,0,1,0
,,,,,,,,Daniela Fogli,Female,"University of Brescia, Department of Information Engineering, Brescia, Italy",Italy,1,0,0,0,0,1,0,0,0,0,0,0,1,0
,,,,,,,,Angela Locoro,Female,"University of Insubria, Department of Theoretical and Applied Sciences, Varese, Italy",Italy,1,0,0,0,0,1,0,0,0,0,0,0,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,
Graph-based visualization of merge requests for code review,"Software Engineering, Visualization",4,0,0,1,1,0,Enrico Fregnan,Male,"University of Zurich, Zurich, Switzerland",Switzerland,1,0,0,0,1,1,0,0,0,0,0,0,1,1
,,,,,,,,Josua Fröhlich,Male,"University of Zurich, Zurich, Switzerland",Switzerland,1,0,0,0,1,0,0,0,1,0,0,0,1,0
,,,,,,,,Davide Spadini,Male,"University of Zurich, Zurich, Switzerland",Switzerland,0,0,1,0,1,0,0,0,0,0,0,0,1,0
,,,,,,,,Alberto Bacchelli,Male,"University of Zurich, Zurich, Switzerland",Switzerland,1,0,0,1,1,1,0,0,0,1,0,0,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,
From forced Working-From-Home to voluntary working-from-anywhere: Two revolutions in telework,"Telework, Software Engineering",4,1,1,0,0,1,Darja Šmite,Female,"Blekinge Institute of Technology, Karlskrona, Sweden",Sweden,1,0,1,1,1,0,0,0,0,0,0,1,1,0
,,,,,,,,Nils Brede Moe,Male,"SINTEF, Trondheim, Norway",Norway,1,0,0,0,1,0,0,0,0,0,0,0,0,1
,,,,,,,,Eriks Klotins,Male,"Blekinge Institute of Technology, Karlskrona, Sweden",Sweden,0,1,1,0,1,0,0,0,0,0,0,0,0,1
,,,,,,,,Javier Gonzalez-Huerta,Male,"Blekinge Institute of Technology, Karlskrona, Sweden",Sweden,0,1,1,0,1,0,0,0,0,0,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,
Sentiment overflow in the testing stack: Analyzing software testing posts on Stack Overflow,"Software testing, sentiment analysis, Stack Overflow, practitioner experience, complexity",2,0,0,1,1,0,Mark Swillus,Male,Delft University of Technology,Netherlands,0,1,1,0,1,1,0,0,1,0,0,0,1,0
,,,,,,,,Andy Zaidman,Male,Delft University of Technology,Netherlands,0,0,0,1,0,0,0,0,0,1,0,0,0,1
How are websites used during development and what are the implications for the coding process?,"Websites, Coding, Software quality, Code reuse, Programmer behavior",4,3,0,0,0,1,Omar Alghamdi,Male,"Department of Computer Science, University of Manchester, College of Computing and Informatics, Saudi Electronic University","United Kingdom, Saudi Arabia",1,1,0,1,1,1,1,1,0,0,1,1,1,1
,,,,,,,,Sarah Clinch,Female,"Department of Computer Science, University of Manchester",United Kingdom,1,1,0,0,0,1,1,0,0,1,1,1,0,1
,,,,,,,,Rigina Skeva,Female,"Department of Computer Science, University of Manchester",United Kingdom,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,,,,,,,,Caroline Jay,Female,"Department of Computer Science, University of Manchester",United Kingdom,1,0,0,0,0,1,1,0,0,1,0,0,0,1
Explaining software fault predictions to spreadsheet users,"software fault prediction, machine learning, spreadsheets, explanations, debugging tools",4,1,0,0,1,0,Adil Mukhtar,Male,Graz University of Technology,Austria,1,1,1,0,1,1,0,1,1,0,0,1,1,1
,,,,,,,,Birgit Hofer,Female,Graz University of Technology,Austria,0,0,1,0,0,0,0,0,1,0,1,1,0,1
,,,,,,,,Dietmar Jannach,Male,University of Klagenfurt,Austria,1,0,0,1,0,1,0,0,0,1,0,0,1,1
,,,,,,,,Franz Wotawa,Male,Graz University of Technology,Austria,1,0,0,0,0,1,0,0,0,1,0,0,0,1
A systematic review on security and safety of self-adaptive systems,"Cyber–physical systems, self-adaptive systems, security, safety, modeling",7,1,0,0,0,1,Irdin Pekaric,Male,"University of Innsbruck, University of Liechtenstein","Austria, Liechtenstein",1,1,1,0,1,1,0,1,0,0,1,1,1,1
,,,,,,,,Raffaela Groner,Female,Ulm University,Germany,1,0,1,0,1,0,0,0,0,0,0,1,1,1
,,,,,,,,Thomas Witte,Male,Ulm University,Germany,1,0,1,0,1,0,0,0,0,0,0,1,1,1
,,,,,,,,Jubril Gbolahan Adigun,Male,University of Innsbruck,Austria,1,0,1,0,1,0,0,0,0,0,0,1,1,1
,,,,,,,,Alexander Raschke,Male,Ulm University,Germany,0,0,0,0,0,1,0,0,0,0,1,1,1,1
,,,,,,,,Michael Felderer,Male,"University of Innsbruck, German Aerospace Center, University of Cologne","Austria, Germany",1,0,0,1,0,0,1,0,0,1,0,0,0,1
,,,,,,,,Matthias Tichy,Male,Ulm University,Germany,1,0,0,1,0,0,1,0,0,1,0,0,0,1
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
196,,875,179,48,54,111,85,,,,,,,,,,,,,,,,,,
,,,,Female Collaboration when co-author,23,47,56,,,,,,,,,,,,,,,,,,
,,,,Female collaboration when lead,11,23,25,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Female Contribution,105,60,49,11,82,101,22,21,35,39,37,44,95,99
,,,,,,,,,,,Male Contribution,345,156,121,67,287,299,84,88,154,177,175,121,284,412
,,,,,,,,,,,Female Contribution when lead,41,24,23,2,32,38,6,7,15,3,14,21,46,21
,,,,,,,,,,,Male Contribution when lead,119,61,47,9,100,115,17,17,77,13,47,49,135,74
