Paper Title,Gender,Total Authors,Female Authors,Study Domain Terms,,Study_Area,Study_Area2,Author Name,gender_annotation,Affiliation,Country,lead?,local_Contribution?,national_collaboration?,International_collaboration?,Conceptualization,FemaleConCep,MaleConCep,Data Curation,Female,Male,Formal Analysis,Female,Male,Funding Acquisition,Investigation,Methodology,Project Administration,Resources,Software,Supervision,FemaleSup,MaleSup,Validation,Visualization,Writing â€“ Original Draft,Writing â€“ Review & Editing,FemaleLead,MaleLead
,Male,,,,[title]  [keywords],,,Dietmar Jannach,0,University of Klagenfurt,Austria,,,,,1,0,1,0,0,,0,,,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0
,Male,,,,[title]  [keywords],,,Franz Wotawa,0,Graz University of Technology,Austria,,,,,1,0,1,0,0,,0,,,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
Systematic literature review of domain-oriented specification techniques,Male,2,1,"Domain-specific languages, System specification, Cognitive concepts, Model integration, Domain models","[title] Systematic literature review of domain-oriented specification techniques [keywords]  Domain-specific languages, System specification, Cognitive concepts, Model integration, Domain models",,,Robert Deckers,0,"Vrije Universiteit Amsterdam, Atom Free IT",The Netherlands,0,0,0,1,1,0,1,1,0,,1,,,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1
,Female,,,,[title]  [keywords],,,Patricia Lago,1,"Vrije Universiteit Amsterdam, Chalmers University of Technology","The Netherlands, Sweden",,,,,0,0,0,0,0,,0,,,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
Taxonomy of security weaknesses in Java and Kotlin Android apps,Male,7,1,"Security, Mobile apps, Android, Java, Kotlin","[title] Taxonomy of security weaknesses in Java and Kotlin Android apps [keywords]  Security, Mobile apps, Android, Java, Kotlin",,,Alejandro Mazuera-Rozo,0,"UniversitÃ  della Svizzera Italiana, Lugano, Switzerland; Universidad de los Andes, BogotÃ¡, Colombia","Switzerland, Colombia",0,0,0,1,1,0,1,1,0,,1,,,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1
,Male,,,,[title]  [keywords],,,Camilo Escobar-VelÃ¡squez,0,"Universidad de los Andes, BogotÃ¡, Colombia",Colombia,,,,,1,0,1,1,0,,0,,,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
,Male,,,,[title]  [keywords],,,Juan Espitia-Acero,0,"Universidad de los Andes, BogotÃ¡, Colombia",Colombia,,,,,0,0,0,1,0,,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,,,[title]  [keywords],,,David Vega-GuzmÃ¡n,0,"Universidad de los Andes, BogotÃ¡, Colombia",Colombia,,,,,0,0,0,1,0,,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,,,[title]  [keywords],,,Catia Trubiani,1,"Gran Sasso Science Institute, Lâ€™Aquila, Italy",Italy,,,,,1,1,0,1,1,,0,,,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
,Male,,,,[title]  [keywords],,,Mario Linares-VÃ¡squez,0,"Universidad de los Andes, BogotÃ¡, Colombia",Colombia,,,,,1,0,1,1,0,,0,,,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0
,Male,,,,[title]  [keywords],,,Gabriele Bavota,0,"UniversitÃ  della Svizzera Italiana, Lugano, Switzerland",Switzerland,,,,,1,0,1,1,0,,0,,,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0
Technical debts and faults in open-source quantum software systems: An empirical study,Male,5,1,"Quantum computing, software maintenance, technical debt, fault occurrence, code design","[title] Technical debts and faults in open-source quantum software systems: An empirical study [keywords]  Quantum computing, software maintenance, technical debt, fault occurrence, code design",,,Moses Openja,0,"SWAT Lab, Ã‰cole Polytechnique de MontrÃ©al",Canada,0,1,1,0,1,0,1,1,0,,0,,,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
,Male,,,,[title]  [keywords],,,Mohammad Mehdi Morovati,0,"SWAT Lab, Ã‰cole Polytechnique de MontrÃ©al",Canada,,,,,1,0,1,1,0,,0,,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
,Male,,,,[title]  [keywords],,,Le An,0,"SWAT Lab, Ã‰cole Polytechnique de MontrÃ©al",Canada,,,,,1,0,1,0,0,,0,,,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
,Male,,,,[title]  [keywords],,,Foutse Khomh,0,"SWAT Lab, Ã‰cole Polytechnique de MontrÃ©al",Canada,,,,,1,0,1,0,0,,0,,,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
,Female,,,,[title]  [keywords],,,Mouna Abidi,1,"SWAT Lab, Ã‰cole Polytechnique de MontrÃ©al",Canada,,,,,1,1,0,0,0,,0,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The state of research on software engineering competencies: A systematic mapping study,Female,3,2,"Software engineering, Competencies, Agile, DevOps, Systematic review","[title] The state of research on software engineering competencies: A systematic mapping study [keywords]  Software engineering, Competencies, Agile, DevOps, Systematic review",,,Nana Assyne,1,"University of JyvÃ¤skylÃ¤, Faculty of Information Technology, FI-40014 JyvÃ¤skylÃ¤, Finland",Finland,1,0,0,1,1,1,0,1,1,,1,,,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0
,Male,,,,[title]  [keywords],,,Hadi Ghanbari,0,"Aalto University, School of Business, Espoo, Finland; FinEst Centre for Smart Cities, TalTech, Estonia","Finland, Estonia",,,,,1,0,1,0,0,,0,,,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0
,Female,,,,[title]  [keywords],,,Mirja Pulkkinen,1,"University of JyvÃ¤skylÃ¤, Faculty of Information Technology, FI-40014 JyvÃ¤skylÃ¤, Finland",Finland,,,,,0,0,0,0,0,,0,,,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0
Towards a logical framework for ideal MBSE tool selection based on discipline specific requirements,Male,8,1,"Model-Based Systems Engineering, Product Development, Market Research, Quality Function Deployment, Decision Matrix","[title] Towards a logical framework for ideal MBSE tool selection based on discipline specific requirements [keywords]  Model-Based Systems Engineering, Product Development, Market Research, Quality Function Deployment, Decision Matrix",,,Azad Khandoker,0,"Institute of Mechatronic Design and Production, Johannes Kepler University Linz",Austria,0,0,1,0,1,0,1,1,0,,1,,,0,1,1,1,0,0,0,0,0,0,1,1,1,0,1
,Female,,,,[title]  [keywords],,,Sabine Sint,1,"Christian Doppler Laboratory for Model-Integrated Smart Production (CDL-MINT), Department of Business Informatics",Austria,,,,,0,0,0,1,1,,1,,,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
,Male,,,,[title]  [keywords],,,Guido Gessl,0,"Institute of Mechatronic Design and Production, Johannes Kepler University Linz",Austria,,,,,0,0,0,0,0,,1,,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
,Male,,,,[title]  [keywords],,,Klaus Zeman,0,"Institute of Mechatronic Design and Production, Johannes Kepler University Linz",Austria,,,,,0,0,0,0,0,,0,,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
,Male,,,,[title]  [keywords],,,Franz Jungreitmayr,0,"Institute of Mechatronic Design and Production, Johannes Kepler University Linz",Austria,,,,,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,Male,,,,[title]  [keywords],,,Helmut Wahl,0,"Institute of Mechatronic Design and Production, Johannes Kepler University Linz",Austria,,,,,0,0,0,0,0,,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,Male,,,,[title]  [keywords],,,Andreas Wenigwieser,0,"Institute of Mechatronic Design and Production, Johannes Kepler University Linz",Austria,,,,,0,0,0,0,0,,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,Male,,,,[title]  [keywords],,,Roland Kretschmer,0,"Institute for Software Systems Engineering, Johannes Kepler University Linz",Austria,,,,,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Transformation-based model checking temporal trust in multi-agent systems,Female,4,1,"Multi-Agent Systems, Model Checking, Temporal Logic, Trust Frameworks, Formal Methods","[title] Transformation-based model checking temporal trust in multi-agent systems [keywords]  Multi-Agent Systems, Model Checking, Temporal Logic, Trust Frameworks, Formal Methods",,,Nagat Drawel,1,Concordia Institute for Information Systems Engineering,Canada,1,0,0,1,1,1,0,0,0,,1,,,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
,Male,,,,[title]  [keywords],,,Amine Laarej,0,Concordia Institute for Information Systems Engineering,Canada,,,,,0,0,0,0,0,,0,,,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
,Male,,,,[title]  [keywords],,,Jamal Bentahar,0,Concordia Institute for Information Systems Engineering,Canada,,,,,1,0,1,0,0,,1,,,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
,Male,,,,[title]  [keywords],,,Mohamed El Menshawy,0,"Computer Science, Menoufia University",Egypt,,,,,0,0,0,0,0,,1,,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Understanding Roxygen package documentation in R,Female,1,1,"R package documentation, Technical debt, Roxygen, API documentation, Smells","[title] Understanding Roxygen package documentation in R [keywords]  R package documentation, Technical debt, Roxygen, API documentation, Smells",,,Melina Vidoni,1,"Australian National University, CESC School of Computing",,1,1,0,0,1,1,0,1,1,,1,,,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0
Usability inspection: Novice crowd inspectors versus expertâœ©,Male,3,1,"Usability, Crowdsourcing, Heuristic Evaluation, Experiment Design, Cost-effectiveness","[title] Usability inspection: Novice crowd inspectors versus expertâœ© [keywords]  Usability, Crowdsourcing, Heuristic Evaluation, Experiment Design, Cost-effectiveness",,,Muhammad Nasir,0,"Faculty of Basic and Applied Sciences, International Islamic University, Islamabad, Pakistan; Faculty of Computing, Riphah International University, Islamabad, Pakistan",Pakistan,0,0,1,0,1,0,1,0,0,,1,,,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1
,Male,,,,[title]  [keywords],,,Naveed Ikram,0,"Faculty of Computing, Riphah International University, Islamabad, Pakistan",Pakistan,,,,,1,0,1,0,0,,1,,,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0
,Female,,,,[title]  [keywords],,,Zakia Jalil,1,"Faculty of Basic and Applied Sciences, International Islamic University, Islamabad, Pakistan",Pakistan,,,,,0,0,0,1,1,,1,,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Using deep temporal convolutional networks to just-in-time forecast technical debt principal,Male,5,3,"Technical debt, software maintenance, deep learning, source code, process metrics","[title] Using deep temporal convolutional networks to just-in-time forecast technical debt principal [keywords]  Technical debt, software maintenance, deep learning, source code, process metrics",,,Pasquale Ardimento,0,"University of Bari Aldo Moro, Department of Informatics, Bari, Italy",Italy,0,0,1,0,1,0,1,0,0,,0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
,Female,,,,[title]  [keywords],,,Lerina Aversano,1,"University of Sannio, Department of Engineering, Benevento, Italy",Italy,,,,,1,1,0,0,0,,0,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
,Male,,,,[title]  [keywords],,,Mario Luca Bernardi,0,"University of Sannio, Department of Engineering, Benevento, Italy",Italy,,,,,1,0,1,0,0,,0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Female,,,,[title]  [keywords],,,Marta Cimitile,1,"UnitelmaSapienza University, Rome, Italy",Italy,,,,,1,1,0,0,0,,0,,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
,Female,,,,[title]  [keywords],,,Martina Iammarino,1,"University of Sannio, Department of Engineering, Benevento, Italy",Italy,,,,,0,0,0,1,1,,0,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Visualization of aggregated information to support class-level software evolution,Female,2,1,"Software Evolution, Source Code Changes, Visualization, GitHub, Jira","[title] Visualization of aggregated information to support class-level software evolution [keywords]  Software Evolution, Source Code Changes, Visualization, GitHub, Jira",,,Mona Rahimi,1,"Northern Illinois University, 100 Normal Rd. DeKalb, IL, 60115, United States",United States,1,0,0,1,1,1,0,0,0,,0,,,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0
,Male,,,,[title]  [keywords],,,Michael Vierhauser,0,"Department of Business Informaticsâ€“Software Engineering, Johannes Kepler University, Altenberger Str. 69, 4040 Linz, Austria",Austria,,,,,0,0,0,0,0,,0,,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
VulSlicer: Vulnerability detection through code slicing,Female,2,1,"Vulnerability detection, code slicing, open-source projects, vulnerability-relevant statements, program analysis","[title] VulSlicer: Vulnerability detection through code slicing [keywords]  Vulnerability detection, code slicing, open-source projects, vulnerability-relevant statements, program analysis",,,Solmaz Salimi,1,"S4Lab, Department of Computer Engineering, Sharif University of Technology",Iran,1,1,1,0,1,1,0,1,1,,0,,,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0
,Male,,,,[title]  [keywords],,,Mehdi Kharrazi,0,"S4Lab, Department of Computer Engineering, Sharif University of Technology",Iran,,,,,0,0,0,0,0,,0,,,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0
Wayback Machine: A tool to capture the evolutionary behavior of the bug reports and their triage process in open-source software systems,Male,5,1,"Bug tracking systems, Triage process, Evolutionary metrics, Developer loads, Open-source projects","[title] Wayback Machine: A tool to capture the evolutionary behavior of the bug reports and their triage process in open-source software systems [keywords]  Bug tracking systems, Triage process, Evolutionary metrics, Developer loads, Open-source projects",,,Hadi Jahanshahi,0,"Data Science Lab at Ryerson University, Toronto, Canada",Canada,0,0,0,1,1,0,1,0,0,,1,,,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
,Male,,,,[title]  [keywords],,,Mucahit Cevik,0,"Data Science Lab at Ryerson University, Toronto, Canada",Canada,,,,,1,0,1,0,0,,1,,,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0
,Male,,,,[title]  [keywords],,,JosÃ© Navas-SÃº,0,"Computer Engineering Department at Costa Rica Institute of Technology, Cartago, Costa Rica",Costa Rica,,,,,1,0,1,0,0,,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,Female,,,,,,,AyÅŸe BaÅŸar,1,"Data Science Lab at Ryerson University, Toronto, Canada",Canada,,,,,0,0,0,0,0,,0,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
,Male,,,,,,,Antonio GonzÃ¡lez-Torres,0,"Computer Engineering Department at Costa Rica Institute of Technology, Cartago, Costa Rica",Costa Rica,,,,,0,0,0,0,0,,0,,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
What factors affect the UX in mobile apps? A systematic mapping study on the analysis of app store reviews,Male,5,2,"User Experience, Mobile Apps, App Store Reviews, Sentiment Analysis, Systematic Mapping Study",,,,Walter T. Nakamura,0,"Federal University of Technology â€“ ParanÃ¡ (UTFPR), Federal University of Amazonas (UFAM)",Brazil,0,0,0,1,1,0,1,1,0,,1,,,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1
,Male,,,,,,,Edson Cesar de Oliveira,0,Secretaria de Estado da Fazenda do Amazonas â€“ SEFAZ/AM,Brazil,,,,,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,Female,,,,,,,Elaine H.T. de Oliveira,1,Federal University of Amazonas (UFAM),Brazil,,,,,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
,Male,,,,,,,David Redmiles,0,University of California Irvine (UCI),United States of America,,,,,0,0,0,0,0,,0,,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
,Female,,,,,,,Tayana Conte,1,Federal University of Amazonas (UFAM),Brazil,,,,,0,0,0,0,0,,0,,,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0
Identifying refactoring opportunities for large packages by analyzing maintainability characteristics in Java OSS,Male,3,1,"Maintainability, refactoring, Java, cohesion, complexity",,,,Haris Mumtaz,0,"Department of Electrical, Computer, and Software Engineering at the University of Auckland",New Zealand,0,0,1,0,1,0,1,1,0,,1,,,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1
,Male,,,,,,,Paramvir Singh,0,School of Computer Science at the University of Auckland,New Zealand,,,,,1,0,1,0,0,,0,,,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
,Female,,,,,,,Kelly Blincoe,1,"Department of Electrical, Computer, and Software Engineering at the University of Auckland",New Zealand,,,,,1,1,0,0,0,,0,,,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0
Studying the association between Gitcoinâ€™s issues and resolving outcomes,Male,8,3,"Open-source software, Bug bounty platforms, Statistical analysis, Machine learning, Issue resolution",,,,Morakot Choetkiertikul,0,"Faculty of Information and Communication Technology, Mahidol University, Thailand",Thailand,0,0,0,1,1,0,1,1,0,,1,,,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1
,Female,,,,,,,Arada Puengmongkolchaikit,1,"Faculty of Information and Communication Technology, Mahidol University, Thailand",Thailand,,,,,0,0,0,1,1,,0,,,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0
,Female,,,,,,,Pandaree Chandra,1,"Faculty of Information and Communication Technology, Mahidol University, Thailand",Thailand,,,,,0,0,0,1,1,,0,,,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0
,Male,,,,,,,Chaiyong Ragkhitwetsagul,0,"Faculty of Information and Communication Technology, Mahidol University, Thailand",Thailand,,,,,0,0,0,0,0,,0,,,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0
,Male,,,,,,,Rungroj Maipradit,0,"Nara Institute of Science and Technology, Japan",Japan,,,,,1,0,1,1,0,,0,,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
,Male,,,,,,,Hideaki Hata,0,"Shinshu University, Japan",Japan,,,,,1,0,1,0,0,,0,,,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
,Female,,,,,,,Thanwadee Sunetnanta,1,"Faculty of Information and Communication Technology, Mahidol University, Thailand",Thailand,,,,,0,0,0,0,0,,0,,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
,Male,,,,,,,Kenichi Matsumoto,0,"Nara Institute of Science and Technology, Japan",Japan,,,,,0,0,0,0,0,,0,,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Continuous verification with acknowledged MAPE-K pattern and time logic-based slicing: A platooning system of systems case study,Female,2,1,"SoS, platooning, control loop, resilience, verification",,,,Jiyoung Song,1,"Computer Engineering, Hannam University, 70 Hannamro, Daedeok-Gu, Daejeon, 34430",Republic of Korea,1,0,1,0,1,1,0,1,1,,1,,,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0
,Male,,,,,,,Doo-Hwan Bae,0,"School of Computing, Korea Advanced Institute of Science and Technology (KAIST), 291 Daehak-ro, Yuseong-gu, Daejeon, 34141",Republic of Korea,,,,,1,0,1,0,0,,0,,,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0
IT managersâ€™ perspective on Technical Debt Management,Female,2,2,"software, engineering, management, IT, research",,,,Marion Wiese,1,"UniversitÃ¤t Hamburg, Department of Informatics, Vogt-KÃ¶lln-Str. 30, 22527 Hamburg, Germany",Germany,1,0,0,1,1,1,0,1,1,,1,,,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0
,Female,,,,,,,Klara Borowa,1,"Warsaw University of Technology, Institute of Control and Computation Engineering, ul. Nowowiejska 15/19, 00-665 Warsaw, Poland",Poland,,,,,1,1,0,1,1,,1,,,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0
Enhancing Ethereum smart-contracts static analysis by computing a precise Control-Flow Graph of Ethereum bytecode,Male,6,1,"Ethereum, Smart contracts, Static analysis, Control-Flow Graph, Blockchain",,,,Michele Pasqua,0,"University of Verona, Strada le Grazie 15, Verona 37134, Verona, Italy",Italy,0,1,1,0,0,0,0,0,0,,1,,,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
,Male,,,,,,,Andrea Benini,0,"University of Verona, Strada le Grazie 15, Verona 37134, Verona, Italy",Italy,,,,,0,0,0,0,0,,0,,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
,Male,,,,,,,Filippo Contro,0,"University of Verona, Strada le Grazie 15, Verona 37134, Verona, Italy",Italy,,,,,0,0,0,0,0,,0,,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
,Male,,,,,,,Marco Crosara,0,"University of Verona, Strada le Grazie 15, Verona 37134, Verona, Italy",Italy,,,,,0,0,0,0,0,,0,,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
,Female,,,,,,,Mila Dalla Preda,1,"University of Verona, Strada le Grazie 15, Verona 37134, Verona, Italy",Italy,,,,,1,1,0,0,0,,0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
,Male,,,,,,,Mariano Ceccato,0,"University of Verona, Strada le Grazie 15, Verona 37134, Verona, Italy",Italy,,,,,0,0,0,0,0,,0,,,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
VsusFL: Variable-suspiciousness-based Fault Localization for novice programs,Male,7,1,"programming, fault localization, novice programs, debugging, empirical studies",,,,Zheng Li,0,"College of Information Science and Technology, Beijing University of Chemical Technology",China,0,0,1,0,0,0,0,0,0,,0,,,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1
,Female,,,,,,,Shumei Wu,1,"College of Information Science and Technology, Beijing University of Chemical Technology",China,,,,,0,0,0,1,1,,0,,,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0
,Male,,,,,,,Yong Liu,0,"College of Information Science and Technology, Beijing University of Chemical Technology",China,,,,,0,0,0,0,0,,0,,,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0
,Male,,,,,,,Jitao Shen,0,"College of Information Science and Technology, Beijing University of Chemical Technology",China,,,,,0,0,0,0,0,,0,,,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
,Male,,,,,,,Yonghao Wu,0,"College of Information Science and Technology, Beijing University of Chemical Technology",China,,,,,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
,Male,,,,,,,Zhanwen Zhang,0,"College of Information Science and Technology, Beijing University of Chemical Technology",China,,,,,0,0,0,1,0,,0,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
,Male,,,,,,,Xiang Chen,0,"School of Information Science and Technology, Nantong University",China,,,,,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Behaviour driven development: A systematic mapping study,Male,2,1,"software, research, BDD, development, engineering",,,,Leonard Peter Binamungu,0,"Department of Computer Science and Engineering, College of Information and Communication Technologies, University of Dar es Salaam",Tanzania,0,1,1,0,1,0,1,0,0,,1,,,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1
,Female,,,,,,,Salome Maro,1,"Department of Computer Science and Engineering, College of Information and Communication Technologies, University of Dar es Salaam",Tanzania,,,,,1,1,0,0,0,,1,,,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0
Empathy models and software engineering â€” A preliminary analysis and taxonomy,Female,4,2,"software engineering, empathy, psychology, sociology, healthcare",,,,Hashini Gunatilake,1,"Department of Software Systems and Cybersecurity, Faculty of Information Technology, Monash University, Melbourne, Australia",Australia,1,1,1,0,1,1,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
,Male,,,,,,,John Grundy,0,"Department of Software Systems and Cybersecurity, Faculty of Information Technology, Monash University, Melbourne, Australia",Australia,,,,,1,0,1,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
